Forest_Area_ha,Tree_Cover_Loss_ha,Annual_Rainfall_mm,Population_Density,Fire_Incidents,Deforestation_Risk,Illegal_Logging_Flag,Year,Month,Day,Region_Central,Region_Eastern,Region_Northern,Region_Western,District_Gulu,District_Kabale,District_Mbale,District_Mbarara,District_Mukono,District_Wakiso,Forest_Type_Dry Forest,Forest_Type_Mangrove,Forest_Type_Montane Forest,Forest_Type_Plantation,Forest_Type_Tropical Rainforest,Forest_Type_Woodland
2278.17,48.82,1104.3,179.0,25,1,0.0,2022.0,10.0,16.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
784.84,12.65,1658.8,796.0,19,0,1.0,2021.0,4.0,12.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6074.98,107.25,1828.9,487.0,23,0,1.0,2024.0,4.0,29.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
467.68,29.01,1638.5,830.0,14,0,1.0,2024.0,11.0,15.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5150.87,106.2,936.1,144.0,24,0,1.0,2021.0,1.0,11.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3685.38,82.27,2085.6,105.0,10,1,1.0,2021.0,6.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8309.07,167.01,1295.6,601.0,7,2,1.0,2024.0,9.0,9.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
7816.25,338.71,2213.1,494.0,5,0,1.0,2024.0,1.0,12.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8572.77,219.79,1957.4,585.0,20,2,0.0,2023.0,6.0,21.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2231.07,155.29,1453.4,56.0,24,0,1.0,2022.0,12.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2035.77,120.44,894.6,424.0,24,2,0.0,2023.0,12.0,9.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2948.07,19.75,2100.2,180.0,19,1,0.0,2024.0,6.0,22.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7688.8,105.62,1338.3,116.0,1,2,0.0,2023.0,1.0,18.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3047.18,28.44,1874.3,412.0,16,0,1.0,2024.0,9.0,4.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9094.34,72.3,1531.2,377.0,23,0,1.0,2021.0,2.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5278.07,374.29,2005.4,507.0,18,0,1.0,2023.0,4.0,21.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8628.04,681.15,1599.8,342.0,4,0,0.0,2024.0,1.0,12.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3047.7,145.62,865.6,234.0,17,0,1.0,2021.0,11.0,24.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1520.75,66.81,2138.1,146.0,17,0,1.0,2022.0,8.0,15.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7342.91,468.65,1335.1,281.0,15,0,0.0,2024.0,3.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9281.87,36.87,2172.6,120.0,24,1,0.0,2024.0,1.0,29.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4862.38,51.54,921.0,617.0,18,0,1.0,2024.0,1.0,30.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8934.13,387.25,1717.1,691.0,10,0,0.0,2024.0,6.0,2.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8123.8,371.96,1385.8,172.0,13,0,1.0,2021.0,2.0,21.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1837.61,100.25,948.0,156.0,12,0,1.0,2022.0,11.0,17.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3092.0,35.82,1107.8,417.0,12,0,1.0,2023.0,4.0,10.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3808.32,210.83,1098.7,547.0,20,2,0.0,2024.0,5.0,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6857.34,317.27,2243.4,81.0,4,0,0.0,2022.0,1.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2791.61,67.63,2361.6,138.0,25,0,1.0,2022.0,8.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
141.56,9.69,1177.0,831.0,8,1,0.0,2024.0,5.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2989.98,103.96,1411.4,407.0,23,2,0.0,2023.0,7.0,17.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5168.83,175.3,1162.1,125.0,1,2,0.0,2023.0,3.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3035.31,134.14,1833.2,236.0,5,2,1.0,2024.0,12.0,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
429.87,29.57,1131.2,540.0,0,1,1.0,2022.0,10.0,30.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7253.16,141.06,1381.1,581.0,11,0,1.0,2022.0,7.0,13.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9678.49,717.98,1306.5,555.0,15,0,0.0,2021.0,12.0,11.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
7796.93,528.62,1641.7,79.0,15,0,1.0,2024.0,7.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2191.38,30.92,1057.2,803.0,22,1,0.0,2023.0,8.0,4.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9083.66,597.83,2085.4,767.0,21,0,0.0,2022.0,3.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
8911.35,431.78,722.2,310.0,15,0,0.0,2024.0,1.0,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
361.14,13.89,1998.3,336.0,1,1,1.0,2021.0,1.0,27.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1516.34,104.59,1035.7,659.0,9,2,1.0,2022.0,8.0,28.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2532.17,62.98,1929.9,198.0,3,1,1.0,2023.0,5.0,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7188.06,482.03,2247.9,616.0,4,0,0.0,2021.0,10.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
841.02,1.27,929.1,287.0,5,1,0.0,2022.0,8.0,6.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9572.22,681.47,772.3,796.0,11,0,1.0,2021.0,2.0,15.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
9177.49,364.81,882.8,443.0,20,0,1.0,2024.0,6.0,23.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3381.65,258.51,2056.8,533.0,3,2,1.0,2024.0,12.0,3.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
7043.42,361.56,700.9,230.0,25,0,1.0,2023.0,10.0,11.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
8943.91,139.24,1058.6,360.0,19,0,1.0,2021.0,4.0,28.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3011.02,119.3,1363.9,535.0,2,2,0.0,2024.0,2.0,9.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7764.13,18.57,1405.9,440.0,0,1,0.0,2023.0,5.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1359.42,41.96,1737.6,758.0,21,1,0.0,2022.0,11.0,29.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9432.59,721.87,1655.4,822.0,22,0,0.0,2022.0,6.0,11.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5964.41,120.52,846.2,160.0,6,2,0.0,2023.0,5.0,12.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
932.77,3.92,1796.5,854.0,0,1,1.0,2023.0,4.0,22.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8501.63,75.34,2474.9,436.0,23,0,1.0,2023.0,8.0,17.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3576.85,184.82,1960.0,92.0,15,2,0.0,2023.0,10.0,25.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5273.42,82.02,1530.3,852.0,18,1,0.0,2021.0,5.0,31.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7636.03,454.92,1138.6,765.0,17,0,0.0,2021.0,6.0,8.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9362.55,708.62,1505.1,220.0,20,0,1.0,2021.0,12.0,10.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3159.93,120.69,840.4,567.0,10,2,0.0,2021.0,12.0,19.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3212.46,34.26,2235.3,296.0,6,1,0.0,2023.0,7.0,13.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3979.21,295.71,1761.4,592.0,21,2,0.0,2024.0,2.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2969.57,190.66,2153.2,507.0,25,2,0.0,2023.0,3.0,29.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9758.91,552.39,2033.7,392.0,5,0,0.0,2021.0,4.0,6.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
124.21,8.35,1914.9,870.0,6,1,1.0,2022.0,1.0,25.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1958.14,88.31,2054.3,852.0,3,1,0.0,2024.0,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
345.86,6.25,1267.0,51.0,3,1,1.0,2024.0,8.0,6.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3018.55,40.22,2113.6,167.0,18,0,1.0,2022.0,1.0,22.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
9196.5,180.76,1371.8,170.0,4,2,0.0,2021.0,3.0,18.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6340.96,213.5,1359.8,877.0,24,2,0.0,2021.0,3.0,20.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7516.44,34.85,1815.3,223.0,17,1,0.0,2021.0,12.0,22.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
4842.5,268.44,1187.9,572.0,22,0,1.0,2023.0,12.0,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8959.27,55.09,2325.8,90.0,9,1,1.0,2023.0,2.0,11.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7329.33,491.28,1003.0,521.0,15,0,1.0,2021.0,8.0,28.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3325.01,255.77,1522.4,293.0,24,2,0.0,2022.0,11.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3967.9,62.62,2328.5,663.0,7,1,1.0,2023.0,3.0,21.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4942.0,328.46,2037.2,840.0,23,0,1.0,2022.0,12.0,22.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1506.69,6.25,804.7,774.0,8,1,0.0,2021.0,5.0,17.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4052.4,29.66,1585.0,259.0,6,1,0.0,2024.0,11.0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
418.52,17.06,1006.5,502.0,8,1,0.0,2024.0,6.0,8.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1663.79,45.44,1715.7,765.0,19,0,1.0,2024.0,6.0,17.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6013.92,254.49,2081.6,581.0,1,2,0.0,2021.0,5.0,5.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3409.2,199.88,2247.1,437.0,21,2,0.0,2021.0,8.0,22.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
7240.31,539.7,1336.9,237.0,1,0,0.0,2023.0,9.0,24.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6023.69,285.96,2064.2,125.0,14,2,0.0,2023.0,9.0,22.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3429.51,85.4,881.7,399.0,12,1,0.0,2024.0,2.0,26.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6042.88,427.98,2499.9,159.0,22,0,0.0,2023.0,7.0,7.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1841.61,121.09,1644.2,111.0,0,2,0.0,2023.0,6.0,2.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1644.0,24.24,877.2,235.0,21,0,1.0,2022.0,5.0,9.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
428.61,15.01,2428.4,337.0,1,1,0.0,2021.0,2.0,24.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6677.79,165.92,1244.9,804.0,12,0,1.0,2021.0,6.0,21.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5613.84,251.38,2396.5,371.0,3,2,1.0,2023.0,12.0,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2999.84,73.7,1045.5,807.0,4,1,1.0,2023.0,10.0,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3080.59,123.31,1475.4,52.0,5,2,1.0,2021.0,6.0,23.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1531.89,70.44,1369.6,716.0,16,1,0.0,2022.0,2.0,20.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4761.2,83.08,1725.7,620.0,11,0,1.0,2023.0,1.0,26.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4353.45,189.6,2384.6,82.0,6,2,1.0,2024.0,2.0,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3405.97,232.62,2194.2,487.0,0,2,1.0,2024.0,4.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5199.88,48.57,2130.3,79.0,11,1,0.0,2023.0,9.0,21.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4428.67,309.0,1230.3,634.0,22,0,0.0,2022.0,1.0,4.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5192.63,16.27,2001.6,431.0,0,1,0.0,2024.0,11.0,23.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2682.65,6.41,1132.8,165.0,2,1,1.0,2022.0,11.0,28.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
884.93,59.62,2283.1,600.0,5,1,0.0,2022.0,12.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6101.13,484.48,1600.1,112.0,18,0,1.0,2023.0,4.0,17.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5937.66,71.71,1530.1,873.0,1,1,1.0,2024.0,6.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6319.46,221.29,1355.5,200.0,15,0,1.0,2024.0,7.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3642.01,287.85,772.3,433.0,9,2,0.0,2024.0,5.0,10.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8160.75,535.91,726.7,483.0,20,0,0.0,2022.0,5.0,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8438.57,635.93,776.6,785.0,13,0,1.0,2022.0,9.0,21.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8501.9,509.52,1345.7,686.0,16,0,0.0,2024.0,4.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9366.67,7.95,1798.8,380.0,8,1,1.0,2024.0,4.0,9.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4854.88,353.36,2201.7,371.0,25,0,0.0,2023.0,10.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5489.85,101.09,881.8,173.0,6,2,0.0,2024.0,1.0,24.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7866.08,350.71,1807.2,459.0,2,0,1.0,2024.0,12.0,18.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
6033.4,11.67,721.6,603.0,14,1,0.0,2022.0,7.0,9.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3940.98,7.8,1949.3,875.0,10,1,0.0,2021.0,2.0,7.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7950.81,431.61,1563.3,344.0,25,0,0.0,2021.0,6.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8591.65,685.68,852.3,838.0,11,0,0.0,2022.0,12.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1947.51,98.68,2185.0,155.0,8,1,0.0,2022.0,9.0,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7108.97,364.35,1292.4,718.0,21,0,1.0,2021.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2287.12,113.22,1829.0,343.0,1,2,0.0,2021.0,4.0,25.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7229.74,100.55,2319.7,344.0,5,2,0.0,2021.0,7.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
546.04,24.65,827.2,363.0,14,0,1.0,2022.0,5.0,17.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
6954.67,517.48,1467.5,500.0,8,0,0.0,2021.0,7.0,30.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5402.85,173.52,1902.2,342.0,9,2,0.0,2024.0,7.0,25.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1464.42,83.07,2216.9,605.0,3,1,1.0,2021.0,8.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
897.94,15.6,2401.6,475.0,21,0,1.0,2024.0,11.0,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5611.84,276.33,707.9,186.0,0,2,1.0,2022.0,6.0,20.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1777.13,135.86,743.4,116.0,15,2,0.0,2021.0,1.0,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3059.15,178.46,1399.9,156.0,14,0,1.0,2023.0,5.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5119.3,265.33,1663.3,897.0,18,0,1.0,2024.0,5.0,23.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2415.92,136.83,853.7,162.0,18,2,0.0,2021.0,4.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
6877.52,164.45,2291.0,98.0,0,2,1.0,2023.0,2.0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3936.36,17.52,1074.1,474.0,11,0,1.0,2022.0,12.0,23.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9544.81,246.72,1977.4,323.0,3,2,0.0,2021.0,7.0,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6354.7,146.54,931.8,733.0,5,2,1.0,2021.0,1.0,26.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2362.71,79.66,1506.3,53.0,25,1,0.0,2023.0,4.0,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
407.52,0.5,2388.9,69.0,7,1,1.0,2021.0,5.0,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1600.68,64.89,702.0,475.0,23,1,0.0,2024.0,11.0,6.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2484.37,55.59,2018.0,85.0,24,0,1.0,2024.0,2.0,29.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2814.81,112.63,1275.2,273.0,7,2,0.0,2021.0,4.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9378.43,569.34,2251.1,413.0,7,0,0.0,2022.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
394.48,23.15,1300.8,692.0,2,1,0.0,2021.0,6.0,11.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2423.24,16.7,2146.7,395.0,1,1,1.0,2023.0,3.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
617.31,43.67,2025.8,899.0,5,1,0.0,2021.0,11.0,29.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8658.99,375.84,2153.3,140.0,0,0,0.0,2022.0,9.0,17.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9640.3,435.1,1168.1,686.0,12,0,0.0,2022.0,4.0,12.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3914.13,6.42,1139.0,605.0,12,1,0.0,2023.0,5.0,6.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7422.22,443.31,1640.1,827.0,20,0,0.0,2021.0,12.0,16.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3609.03,85.75,1309.4,341.0,6,1,0.0,2022.0,9.0,27.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9689.52,307.18,2098.7,693.0,20,0,1.0,2024.0,1.0,16.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6873.23,255.49,2004.0,709.0,19,0,1.0,2024.0,6.0,26.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2413.52,123.11,1687.9,719.0,25,0,1.0,2022.0,7.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1575.37,35.8,1792.9,574.0,16,0,1.0,2023.0,10.0,16.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
9212.4,470.08,936.5,266.0,22,0,1.0,2024.0,11.0,29.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4841.97,298.07,2022.5,413.0,0,2,0.0,2022.0,2.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
668.69,0.37,2021.2,465.0,1,1,1.0,2022.0,5.0,10.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2661.93,200.64,1898.8,276.0,9,2,1.0,2023.0,9.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2686.37,32.7,1017.3,363.0,0,1,1.0,2022.0,5.0,10.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4835.28,120.06,1701.3,90.0,14,0,1.0,2024.0,5.0,21.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7520.92,68.72,935.1,737.0,13,0,1.0,2021.0,8.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7736.02,479.83,1593.8,691.0,10,0,1.0,2022.0,8.0,25.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
654.8,47.13,1259.5,230.0,25,1,0.0,2024.0,10.0,19.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
897.63,11.62,1533.2,376.0,18,0,1.0,2023.0,3.0,8.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
255.23,16.89,1249.3,313.0,0,1,0.0,2022.0,10.0,20.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6823.79,128.42,1734.2,674.0,4,2,0.0,2022.0,8.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9650.9,384.24,1030.6,257.0,1,0,0.0,2024.0,5.0,21.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8295.94,601.48,2119.1,49.0,22,0,1.0,2021.0,10.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7161.1,88.33,1004.2,524.0,18,0,1.0,2023.0,6.0,16.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5951.39,326.42,2170.3,662.0,21,0,0.0,2023.0,9.0,11.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3659.64,194.26,2396.3,268.0,23,0,1.0,2023.0,5.0,27.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
9439.1,226.84,1967.5,247.0,25,0,1.0,2021.0,2.0,10.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7219.78,310.83,748.1,453.0,4,0,1.0,2022.0,4.0,22.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9009.08,376.9,1249.2,758.0,15,0,1.0,2021.0,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3463.34,240.23,836.3,256.0,0,2,1.0,2021.0,12.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7123.61,379.85,2036.0,406.0,2,0,1.0,2024.0,3.0,20.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8903.97,363.27,1114.7,551.0,8,0,1.0,2022.0,10.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2935.63,224.83,1882.8,392.0,20,2,0.0,2021.0,4.0,3.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7353.34,97.96,1687.8,155.0,0,1,1.0,2024.0,5.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1593.67,122.61,2089.9,328.0,21,0,1.0,2021.0,11.0,5.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6531.57,283.19,1598.2,413.0,25,2,0.0,2024.0,7.0,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2352.79,64.14,1533.0,171.0,9,1,1.0,2023.0,9.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3721.51,257.27,2266.4,444.0,7,2,0.0,2021.0,7.0,6.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5619.14,36.43,1002.8,120.0,5,1,1.0,2023.0,2.0,5.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7734.97,566.07,825.9,678.0,17,0,1.0,2024.0,9.0,3.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6101.18,12.72,1598.2,399.0,6,1,0.0,2021.0,1.0,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6800.9,298.72,1384.5,92.0,15,2,0.0,2023.0,8.0,25.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1617.53,29.26,1071.1,267.0,1,1,0.0,2022.0,12.0,16.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4615.28,331.96,2250.8,425.0,5,0,0.0,2022.0,10.0,31.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
5689.99,240.36,990.0,180.0,23,2,0.0,2022.0,12.0,24.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
198.37,6.31,1240.3,801.0,0,1,0.0,2022.0,10.0,6.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6391.2,218.92,1555.0,480.0,15,0,1.0,2021.0,6.0,21.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
