Record_ID,Observation_Date,Region,District,Forest_Type,Forest_Area_ha,Tree_Cover_Loss_ha,Annual_Rainfall_mm,Population_Density,Fire_Incidents,Illegal_Logging,Deforestation_Risk
REC01361,2024-09-21,Eastern,Mbale,Mangrove,6200.54,130.84,1840.1,171,22,Yes,High
REC01362,2024-02-11,Central,Wakiso,Mangrove,963.52,29.26,1484.1,178,12,No,Low
REC01363,2024-08-16,Eastern,Mbale,Plantation,5513.42,143.78,2391.2,486,5,No,Medium
REC01364,2023-11-08,Central,Mukono,Plantation,7848.03,88.23,856.8,625,25,Yes,High
REC01365,2023-11-13,Central,Mukono,Woodland,6390.48,458.54,1516.7,583,9,Yes,High
REC01366,2021-10-14,Western,Kabale,Dry Forest,8078.94,65.44,2049.6,243,1,Yes,Low
REC01367,2022-01-26,Central,Mukono,Woodland,3743.52,115.13,1870.6,753,8,No,Medium
REC01368,2024-01-24,Western,Kabale,Woodland,5606.7,125.99,1267.5,705,0,Yes,Medium
REC01369,2024-11-23,Central,Mukono,Dry Forest,1255.38,89.29,2484.4,441,16,Yes,High
REC01370,2022-10-21,Northern,Gulu,Mangrove,5671.4,362.56,730.1,209,1,Yes,High
REC01371,2023-09-22,Eastern,Mbale,Tropical Rainforest,3014.49,62.82,1561.0,592,10,Yes,Low
REC01372,2021-03-03,Western,Mbarara,Mangrove,9969.54,550.72,2493.1,302,4,Yes,High
REC01373,2021-12-19,Central,Mukono,Mangrove,6734.27,3.44,958.5,675,22,No,Low
REC01374,2023-06-06,Western,Kabale,Montane Forest,3326.79,47.93,1396.8,217,25,No,Low
REC01375,2021-01-26,Northern,Gulu,Dry Forest,1856.04,89.14,1062.9,401,12,Yes,High
REC01376,2023-01-13,Western,Mbarara,Woodland,4426.49,44.41,2279.2,547,12,Yes,High
REC01377,2023-11-21,Western,Kabale,Montane Forest,3445.54,253.84,756.9,571,15,No,Medium
REC01378,2021-06-08,Central,Wakiso,Mangrove,1903.56,15.4,1596.0,353,25,No,Low
REC01379,2021-08-09,Western,Kabale,Dry Forest,8070.36,621.43,1966.4,62,11,Yes,High
REC01380,2021-07-19,Western,Kabale,Woodland,874.57,22.37,1949.9,415,21,No,Low
REC01381,2024-04-04,Central,Wakiso,Woodland,7654.53,199.6,2341.1,360,0,Yes,Medium
REC01382,2023-06-04,Western,Kabale,Woodland,6687.27,522.93,1947.1,865,24,Yes,High
REC01383,2022-04-04,Western,Kabale,Plantation,1153.14,69.17,1397.8,782,3,No,Low
REC01384,2022-12-23,Central,Wakiso,Dry Forest,5830.42,168.85,2190.9,838,6,No,Medium
REC01385,2021-04-28,Eastern,Mbale,Montane Forest,5924.96,414.95,1273.0,569,14,Yes,High
REC01386,2023-11-07,Eastern,Mbale,Woodland,5521.87,391.5,940.2,752,2,Yes,High
REC01387,2023-06-27,Eastern,Mbale,Mangrove,9184.93,319.61,2456.2,156,7,Yes,High
REC00708,2022-07-25,Central,Mukono,Dry Forest,6935.03,279.24,2339.7,427,11,Yes,High
REC00707,2024-10-09,Central,Mukono,Woodland,9183.13,342.66,1224.0,500,11,Yes,High
REC00250,2021-08-23,Eastern,Mbale,Plantation,1048.86,9.64,1330.3,432,1,Yes,Low
REC01036,2021-12-19,Northern,Gulu,Mangrove,3159.93,120.69,840.4,567,10,No,Medium
REC00375,2022-08-03,Western,Kabale,Mangrove,3366.29,8.33,1192.8,333,18,Yes,High
REC01200,2021-08-16,Eastern,Mbale,Dry Forest,169.86,8.06,2470.3,717,16,Yes,High
REC00317,2023-08-16,Central,Wakiso,Mangrove,9768.04,720.91,1028.1,619,11,Yes,High
REC00145,2023-06-26,Central,Mukono,Plantation,248.99,15.45,1139.6,672,25,Yes,High
REC00107,2024-10-04,Eastern,Mbale,Plantation,7515.42,275.58,962.1,290,17,No,Medium
REC00388,2022-09-13,Central,Wakiso,Tropical Rainforest,7802.33,276.98,1739.4,163,16,No,Medium
REC00821,2022-10-20,Western,Mbarara,Dry Forest,4622.99,248.4,1416.2,741,3,Yes,Medium
REC00887,2021-03-09,Western,Mbarara,Dry Forest,135.18,1.99,1327.3,72,18,Yes,High
REC00984,2022-12-07,Western,Kabale,Woodland,2231.07,155.29,1453.4,56,24,Yes,High
